Year,Month,Origin,Destination,Trips,Base Fare,Revenue,CommuteTime_Mins,OD_Distance_km
2024,June,TAF,AYA,190952,13,2482376,7,3.18
2024,July,NOR,AYA,126818,24,3043632,27,13.56
2024,July,QUE,AYA,65627,24,1575048,24,12.33
2024,July,GMA,AYA,60381,24,1449144,22,11.35
2024,July,CUB,AYA,166641,20,3332820,18,9.42
2024,July,SAN,AYA,9360,20,187200,15,8.02
2024,July,ORT,AYA,31134,20,622680,11,5.68
2024,July,SHA,AYA,107950,16,1727200,10,4.86
2024,July,BON,AYA,83565,13,1086345,8,3.85
2024,July,GUA,AYA,78720,13,1023360,0.92,0.92
2024,July,BUE,AYA,3938,13,51194,3,1.23
2024,July,AYA,AYA,1017,0,0,0,0
2024,July,MAG,AYA,26015,13,338195,3,1.24
2024,July,TAF,AYA,205107,13,2666391,7,3.18
2024,August,NOR,AYA,134015,24,3216360,27,13.56
2024,August,QUE,AYA,68120,24,1634880,24,12.33
2024,August,GMA,AYA,60729,24,1457496,22,11.35
2024,August,CUB,AYA,174901,20,3498020,18,9.42
2024,August,SAN,AYA,9263,20,185260,15,8.02
2024,August,ORT,AYA,32384,20,647680,11,5.68
2024,August,SHA,AYA,110096,16,1761536,10,4.86
2024,August,BON,AYA,83665,13,1087645,8,3.85
2024,August,GUA,AYA,83393,13,1084109,0.92,0.92
2024,August,BUE,AYA,4024,13,52312,3,1.23
2024,August,AYA,AYA,1245,0,0,0,0
2024,August,MAG,AYA,25939,13,337207,3,1.24
2024,August,TAF,AYA,202702,13,2635126,7,3.18
2024,September,NOR,AYA,129081,24,3097944,27,13.56
2024,September,QUE,AYA,66509,24,1596216,24,12.33
2024,September,GMA,AYA,57456,24,1378944,22,11.35
2024,September,CUB,AYA,169387,20,3387740,18,9.42
2024,September,SAN,AYA,9450,20,189000,15,8.02
2024,September,ORT,AYA,32142,20,642840,11,5.68
2024,September,SHA,AYA,107885,16,1726160,10,4.86
2024,September,BON,AYA,84463,13,1098019,8,3.85
2024,September,GUA,AYA,85268,13,1108484,0.92,0.92
2024,September,BUE,AYA,4161,13,54093,3,1.23
2024,September,AYA,AYA,1081,0,0,0,0
2024,September,MAG,AYA,25280,13,328640,3,1.24
2024,September,TAF,AYA,201200,13,2615600,7,3.18
2024,October,NOR,AYA,139624,24,3350976,27,13.56
2024,October,QUE,AYA,71081,24,1705944,24,12.33
2024,October,GMA,AYA,62901,24,1509624,22,11.35
2024,October,CUB,AYA,183473,20,3669460,18,9.42
2024,October,SAN,AYA,10201,20,204020,15,8.02
2024,October,ORT,AYA,33828,20,676560,11,5.68
2024,October,SHA,AYA,113923,16,1822768,10,4.86
2024,October,BON,AYA,88445,13,1149785,8,3.85
2024,October,GUA,AYA,90432,13,1175616,0.92,0.92
2024,October,BUE,AYA,4430,13,57590,3,1.23
2024,October,AYA,AYA,1023,0,0,0,0
2024,October,MAG,AYA,26711,13,347243,3,1.24
2024,October,TAF,AYA,218091,13,2835183,7,3.18
2024,November,NOR,AYA,135140,24,3243360,27,13.56
2024,November,QUE,AYA,67917,24,1630008,24,12.33
2024,November,GMA,AYA,58562,24,1405488,22,11.35
2024,November,CUB,AYA,173393,20,3467860,18,9.42
2024,November,SAN,AYA,9460,20,189200,15,8.02
2024,November,ORT,AYA,32413,20,648260,11,5.68
2024,November,SHA,AYA,107489,16,1719824,10,4.86
2024,November,BON,AYA,82473,13,1072149,8,3.85
2024,November,GUA,AYA,84902,13,1103726,0.92,0.92
2024,November,BUE,AYA,3970,13,51610,3,1.23
2024,November,AYA,AYA,1007,0,0,0,0
2024,November,MAG,AYA,25069,13,325897,3,1.24
2024,November,TAF,AYA,215545,13,2802085,7,3.18
2024,December,NOR,AYA,124312,24,2983488,27,13.56
2024,December,QUE,AYA,60405,24,1449720,24,12.33
2024,December,GMA,AYA,54336,24,1304064,22,11.35
2024,December,CUB,AYA,162779,20,3255580,18,9.42
2024,December,SAN,AYA,9128,20,182560,15,8.02
2024,December,ORT,AYA,29715,20,594300,11,5.68
2024,December,SHA,AYA,100491,16,1607856,10,4.86
2024,December,BON,AYA,76379,13,992927,8,3.85
2024,December,GUA,AYA,82154,13,1068002,0.92,0.92
2024,December,BUE,AYA,4039,13,52507,3,1.23
2024,December,AYA,AYA,1256,0,0,0,0
2024,December,MAG,AYA,27385,13,356005,3,1.24
2024,December,TAF,AYA,215726,13,2804438,7,3.18
2024,January,NOR,MAG,67747,28,1896916,30,14.8
2024,January,QUE,MAG,44986,24,1079664,27,13.57
2024,January,GMA,MAG,54265,24,1302360,25,12.59
2024,January,CUB,MAG,110792,24,2659008,21,10.66
2024,January,SAN,MAG,19254,20,385080,18,9.26
2024,January,ORT,MAG,57982,20,1159640,14,6.92
2024,January,SHA,MAG,100956,16,1615296,13,6.1
2024,January,BON,MAG,65453,16,1047248,11,5.09
2024,January,GUA,MAG,55534,16,888544,10,4.37
2024,January,BUE,MAG,12467,13,162071,6,2.47
2024,January,AYA,MAG,58516,13,760708,3,1.24
2024,January,MAG,MAG,576,0,0,0,0
2024,January,TAF,MAG,101713,13,1322269,4,1.94
2024,February,NOR,MAG,63376,28,1774528,30,14.8
2024,February,QUE,MAG,43866,24,1052784,27,13.57
2024,February,GMA,MAG,50658,24,1215792,25,12.59
2024,February,CUB,MAG,106227,24,2549448,21,10.66
2024,February,SAN,MAG,18178,20,363560,18,9.26
2024,February,ORT,MAG,55828,20,1116560,14,6.92
2024,February,SHA,MAG,93942,16,1503072,13,6.1
2024,February,BON,MAG,61912,16,990592,11,5.09
2024,February,GUA,MAG,52527,16,840432,10,4.37
2024,February,BUE,MAG,12109,13,157417,6,2.47
2024,February,AYA,MAG,56558,13,735254,3,1.24
2024,February,MAG,MAG,531,0,0,0,0
2024,February,TAF,MAG,98523,13,1280799,4,1.94
2024,March,NOR,MAG,60003,28,1680084,30,14.8
2024,March,QUE,MAG,42910,24,1029840,27,13.57
2024,March,GMA,MAG,45897,24,1101528,25,12.59
2024,March,CUB,MAG,102328,24,2455872,21,10.66
2024,March,SAN,MAG,17040,20,340800,18,9.26
2024,March,ORT,MAG,51868,20,1037360,14,6.92
2024,March,SHA,MAG,88284,16,1412544,13,6.1
2024,March,BON,MAG,57050,16,912800,11,5.09
2024,March,GUA,MAG,48989,16,783824,10,4.37
2024,March,BUE,MAG,11588,13,150644,6,2.47
2024,March,AYA,MAG,54229,13,704977,3,1.24
2024,March,MAG,MAG,497,0,0,0,0
2024,March,TAF,MAG,90433,13,1175629,4,1.94
2024,April,NOR,MAG,63490,28,1777720,30,14.8
2024,April,QUE,MAG,47203,24,1132872,27,13.57
2024,April,GMA,MAG,47386,24,1137264,25,12.59
2024,April,CUB,MAG,109486,24,2627664,21,10.66
2024,April,SAN,MAG,17903,20,358060,18,9.26
2024,April,ORT,MAG,54347,20,1086940,14,6.92
2024,April,SHA,MAG,93730,16,1499680,13,6.1
2024,April,BON,MAG,60263,16,964208,11,5.09
2024,April,GUA,MAG,50868,16,813888,10,4.37
2024,April,BUE,MAG,12027,13,156351,6,2.47
2024,April,AYA,MAG,55968,13,727584,3,1.24
2024,April,MAG,MAG,548,0,0,0,0
2024,April,TAF,MAG,95812,13,1245556,4,1.94
2024,May,NOR,MAG,66085,28,1850380,30,14.8
2024,May,QUE,MAG,49734,24,1193616,27,13.57
2024,May,GMA,MAG,50079,24,1201896,25,12.59
2024,May,CUB,MAG,116989,24,2807736,21,10.66
2024,May,SAN,MAG,18059,20,361180,18,9.26
2024,May,ORT,MAG,57502,20,1150040,14,6.92
2024,May,SHA,MAG,98751,16,1580016,13,6.1
2024,May,BON,MAG,63265,16,1012240,11,5.09
2024,May,GUA,MAG,54705,16,875280,10,4.37
2024,May,BUE,MAG,12163,13,158119,6,2.47
2024,May,AYA,MAG,60101,13,781313,3,1.24
2024,May,MAG,MAG,589,0,0,0,0
2024,May,TAF,MAG,105042,13,1365546,4,1.94
2024,June,NOR,MAG,64227,28,1798356,30,14.8
2024,June,QUE,MAG,48007,24,1152168,27,13.57
2024,June,GMA,MAG,49664,24,1191936,25,12.59
2024,June,CUB,MAG,112997,24,2711928,21,10.66
2024,June,SAN,MAG,17395,20,347900,18,9.26
2024,June,ORT,MAG,52067,20,1041340,14,6.92
2024,June,SHA,MAG,93611,16,1497776,13,6.1
2024,June,BON,MAG,57974,16,927584,11,5.09
2024,June,GUA,MAG,50229,16,803664,10,4.37
2024,June,BUE,MAG,10885,13,141505,6,2.47
2024,June,AYA,MAG,57915,13,752895,3,1.24
2024,June,MAG,MAG,535,0,0,0,0
2024,June,TAF,MAG,96183,13,1250379,4,1.94
2024,July,NOR,MAG,65043,28,1821204,30,14.8
2024,July,QUE,MAG,49450,24,1186800,27,13.57
2024,July,GMA,MAG,50011,24,1200264,25,12.59
2024,July,CUB,MAG,113414,24,2721936,21,10.66
2024,July,SAN,MAG,18552,20,371040,18,9.26
2024,July,ORT,MAG,54414,20,1088280,14,6.92
2024,July,SHA,MAG,99612,16,1593792,13,6.1
2024,July,BON,MAG,62590,16,1001440,11,5.09
2024,July,GUA,MAG,53086,16,849376,10,4.37
2024,July,BUE,MAG,12435,13,161655,6,2.47
2024,July,AYA,MAG,62172,13,808236,3,1.24
2024,July,MAG,MAG,661,0,0,0,0
2024,July,TAF,MAG,105500,13,1371500,4,1.94
2024,August,NOR,MAG,68135,28,1907780,30,14.8
2024,August,QUE,MAG,50249,24,1205976,27,13.57
2024,August,GMA,MAG,50520,24,1212480,25,12.59
2024,August,CUB,MAG,117597,24,2822328,21,10.66
2024,August,SAN,MAG,17757,20,355140,18,9.26
2024,August,ORT,MAG,55833,20,1116660,14,6.92
2024,August,SHA,MAG,102119,16,1633904,13,6.1
2024,August,BON,MAG,65520,16,1048320,11,5.09
2024,August,GUA,MAG,55695,16,891120,10,4.37
2024,August,BUE,MAG,12908,13,167804,6,2.47
2024,August,AYA,MAG,64531,13,838903,3,1.24
2024,August,MAG,MAG,685,0,0,0,0
2024,August,TAF,MAG,108124,13,1405612,4,1.94
2024,September,NOR,MAG,63928,28,1789984,30,14.8
2024,September,QUE,MAG,48181,24,1156344,27,13.57
2024,September,GMA,MAG,46782,24,1122768,25,12.59
2024,September,CUB,MAG,110504,24,2652096,21,10.66
2024,September,SAN,MAG,17344,20,346880,18,9.26
2024,September,ORT,MAG,54388,20,1087760,14,6.92
2024,September,SHA,MAG,96775,16,1548400,13,6.1
2024,September,BON,MAG,65071,16,1041136,11,5.09
2024,September,GUA,MAG,54962,16,879392,10,4.37
2024,September,BUE,MAG,12565,13,163345,6,2.47
2024,September,AYA,MAG,63144,13,820872,3,1.24
2024,September,MAG,MAG,612,0,0,0,0
2024,September,TAF,MAG,106180,13,1380340,4,1.94
2024,October,NOR,MAG,69159,28,1936452,30,14.8
2024,October,QUE,MAG,51366,24,1232784,27,13.57
2024,October,GMA,MAG,50190,24,1204560,25,12.59
2024,October,CUB,MAG,119799,24,2875176,21,10.66
2024,October,SAN,MAG,18694,20,373880,18,9.26
2024,October,ORT,MAG,58869,20,1177380,14,6.92
2024,October,SHA,MAG,102256,16,1636096,13,6.1
2024,October,BON,MAG,69059,16,1104944,11,5.09
2024,October,GUA,MAG,56826,16,909216,10,4.37
2024,October,BUE,MAG,13146,13,170898,6,2.47
2024,October,AYA,MAG,70463,13,916019,3,1.24
2024,October,MAG,MAG,677,0,0,0,0
2024,October,TAF,MAG,115678,13,1503814,4,1.94
2024,November,NOR,MAG,66372,28,1858416,30,14.8
2024,November,QUE,MAG,48890,24,1173360,27,13.57
2024,November,GMA,MAG,47680,24,1144320,25,12.59
2024,November,CUB,MAG,113278,24,2718672,21,10.66
2024,November,SAN,MAG,17571,20,351420,18,9.26
2024,November,ORT,MAG,56179,20,1123580,14,6.92
2024,November,SHA,MAG,97515,16,1560240,13,6.1
2024,November,BON,MAG,65976,16,1055616,11,5.09
2024,November,GUA,MAG,54775,16,876400,10,4.37
2024,November,BUE,MAG,12310,13,160030,6,2.47
2024,November,AYA,MAG,68243,13,887159,3,1.24
2024,November,MAG,MAG,605,0,0,0,0
2024,November,TAF,MAG,114313,13,1486069,4,1.94
2024,December,NOR,MAG,64532,28,1806896,30,14.8
2024,December,QUE,MAG,44284,24,1062816,27,13.57
2024,December,GMA,MAG,46516,24,1116384,25,12.59
2024,December,CUB,MAG,109731,24,2633544,21,10.66
2024,December,SAN,MAG,16704,20,334080,18,9.26
2024,December,ORT,MAG,51462,20,1029240,14,6.92
2024,December,SHA,MAG,90480,16,1447680,13,6.1
2024,December,BON,MAG,56005,16,896080,11,5.09
2024,December,GUA,MAG,49276,16,788416,10,4.37
2024,December,BUE,MAG,11384,13,147992,6,2.47
2024,December,AYA,MAG,70318,13,914134,3,1.24
2024,December,MAG,MAG,712,0,0,0,0
2024,December,TAF,MAG,108529,13,1410877,4,1.94
2024,January,NOR,TAF,116212,28,3253936,34,16.74
2024,January,QUE,TAF,82956,28,2322768,31,15.51
2024,January,GMA,TAF,102764,24,2466336,29,14.53
2024,January,CUB,TAF,245054,24,5881296,25,12.6
2024,January,SAN,TAF,42660,24,1023840,22,11.2
2024,January,ORT,TAF,155538,20,3110760,18,8.86
2024,January,SHA,TAF,292254,20,5845080,17,8.04
2024,January,BON,TAF,146035,16,2336560,15,7.03
2024,January,GUA,TAF,183381,16,2934096,14,6.31
2024,January,BUE,TAF,33487,16,535792,10,4.41
2024,January,AYA,TAF,189184,13,2459392,7,3.18
2024,January,MAG,TAF,72542,13,943046,4,1.94
2024,January,TAF,TAF,1315,0,0,0,0
2024,February,NOR,TAF,108092,28,3026576,34,16.74
2024,February,QUE,TAF,79121,28,2215388,31,15.51
2024,February,GMA,TAF,94052,24,2257248,29,14.53
2024,February,CUB,TAF,226562,24,5437488,25,12.6
2024,February,SAN,TAF,38317,24,919608,22,11.2
2024,February,ORT,TAF,146159,20,2923180,18,8.86
2024,February,SHA,TAF,270123,20,5402460,17,8.04
2024,February,BON,TAF,139378,16,2230048,15,7.03
2024,February,GUA,TAF,177070,16,2833120,14,6.31
2024,February,BUE,TAF,31414,16,502624,10,4.41
2024,February,AYA,TAF,180820,13,2350660,7,3.18
2024,February,MAG,TAF,69869,13,908297,4,1.94
2024,February,TAF,TAF,1264,0,0,0,0
2024,March,NOR,TAF,103436,28,2896208,34,16.74
2024,March,QUE,TAF,75515,28,2114420,31,15.51
2024,March,GMA,TAF,84119,24,2018856,29,14.53
2024,March,CUB,TAF,213548,24,5125152,25,12.6
2024,March,SAN,TAF,35662,24,855888,22,11.2
2024,March,ORT,TAF,134620,20,2692400,18,8.86
2024,March,SHA,TAF,249416,20,4988320,17,8.04
2024,March,BON,TAF,128074,16,2049184,15,7.03
2024,March,GUA,TAF,162746,16,2603936,14,6.31
2024,March,BUE,TAF,28464,16,455424,10,4.41
2024,March,AYA,TAF,168046,13,2184598,7,3.18
2024,March,MAG,TAF,63295,13,822835,4,1.94
2024,March,TAF,TAF,1097,0,0,0,0
2024,April,NOR,TAF,110209,28,3085852,34,16.74
2024,April,QUE,TAF,80325,28,2249100,31,15.51
2024,April,GMA,TAF,85918,24,2062032,29,14.53
2024,April,CUB,TAF,228494,24,5483856,25,12.6
2024,April,SAN,TAF,36994,24,887856,22,11.2
2024,April,ORT,TAF,144028,20,2880560,18,8.86
2024,April,SHA,TAF,263777,20,5275540,17,8.04
2024,April,BON,TAF,132256,16,2116096,15,7.03
2024,April,GUA,TAF,166824,16,2669184,14,6.31
2024,April,BUE,TAF,30205,16,483280,10,4.41
2024,April,AYA,TAF,177015,13,2301195,7,3.18
2024,April,MAG,TAF,69593,13,904709,4,1.94
2024,April,TAF,TAF,1129,0,0,0,0
2024,May,NOR,TAF,113975,28,3191300,34,16.74
2024,May,QUE,TAF,84059,28,2353652,31,15.51
2024,May,GMA,TAF,89057,24,2137368,29,14.53
2024,May,CUB,TAF,244656,24,5871744,25,12.6
2024,May,SAN,TAF,38034,24,912816,22,11.2
2024,May,ORT,TAF,151956,20,3039120,18,8.86
2024,May,SHA,TAF,279289,20,5585780,17,8.04
2024,May,BON,TAF,139584,16,2233344,15,7.03
2024,May,GUA,TAF,178877,16,2862032,14,6.31
2024,May,BUE,TAF,31126,16,498016,10,4.41
2024,May,AYA,TAF,187968,13,2443584,7,3.18
2024,May,MAG,TAF,75731,13,984503,4,1.94
2024,May,TAF,TAF,1145,0,0,0,0
2024,June,NOR,TAF,118400,28,3315200,34,16.74
2024,June,QUE,TAF,88617,28,2481276,31,15.51
2024,June,GMA,TAF,90362,24,2168688,29,14.53
2024,June,CUB,TAF,251656,24,6039744,25,12.6
2024,June,SAN,TAF,37328,24,895872,22,11.2
2024,June,ORT,TAF,144713,20,2894260,18,8.86
2024,June,SHA,TAF,278534,20,5570680,17,8.04
2024,June,BON,TAF,129643,16,2074288,15,7.03
2024,June,GUA,TAF,171371,16,2741936,14,6.31
2024,June,BUE,TAF,28806,16,460896,10,4.41
2024,June,AYA,TAF,185638,13,2413294,7,3.18
2024,June,MAG,TAF,68795,13,894335,4,1.94
2024,June,TAF,TAF,1166,0,0,0,0
2024,July,NOR,TAF,114105,28,3194940,34,16.74
2024,July,QUE,TAF,86354,28,2417912,31,15.51
2024,July,GMA,TAF,90823,24,2179752,29,14.53
2024,July,CUB,TAF,244305,24,5863320,25,12.6
2024,July,SAN,TAF,39325,24,943800,22,11.2
2024,July,ORT,TAF,152235,20,3044700,18,8.86
2024,July,SHA,TAF,286336,20,5726720,17,8.04
2024,July,BON,TAF,138624,16,2217984,15,7.03
2024,July,GUA,TAF,178429,16,2854864,14,6.31
2024,July,BUE,TAF,32806,16,524896,10,4.41
2024,July,AYA,TAF,197547,13,2568111,7,3.18
2024,July,MAG,TAF,78208,13,1016704,4,1.94
2024,July,TAF,TAF,1308,0,0,0,0
2024,August,NOR,TAF,127612,28,3573136,34,16.74
2024,August,QUE,TAF,88306,28,2472568,31,15.51
2024,August,GMA,TAF,89739,24,2153736,29,14.53
2024,August,CUB,TAF,253195,24,6076680,25,12.6
2024,August,SAN,TAF,38439,24,922536,22,11.2
2024,August,ORT,TAF,153789,20,3075780,18,8.86
2024,August,SHA,TAF,283999,20,5679980,17,8.04
2024,August,BON,TAF,138051,16,2208816,15,7.03
2024,August,GUA,TAF,179544,16,2872704,14,6.31
2024,August,BUE,TAF,33397,16,534352,10,4.41
2024,August,AYA,TAF,193512,13,2515656,7,3.18
2024,August,MAG,TAF,77845,13,1011985,4,1.94
2024,August,TAF,TAF,1902,0,0,0,0
2024,September,NOR,TAF,112617,28,3153276,34,16.74
2024,September,QUE,TAF,84841,28,2375548,31,15.51
2024,September,GMA,TAF,85085,24,2042040,29,14.53
2024,September,CUB,TAF,236173,24,5668152,25,12.6
2024,September,SAN,TAF,39370,24,944880,22,11.2
2024,September,ORT,TAF,150347,20,3006940,18,8.86
2024,September,SHA,TAF,278740,20,5574800,17,8.04
2024,September,BON,TAF,138777,16,2220432,15,7.03
2024,September,GUA,TAF,185310,16,2964960,14,6.31
2024,September,BUE,TAF,33474,16,535584,10,4.41
2024,September,AYA,TAF,197629,13,2569177,7,3.18
2024,September,MAG,TAF,80160,13,1042080,4,1.94
2024,September,TAF,TAF,1278,0,0,0,0
2024,October,NOR,TAF,116919,28,3273732,34,16.74
2024,October,QUE,TAF,89365,28,2502220,31,15.51
2024,October,GMA,TAF,90630,24,2175120,29,14.53
2024,October,CUB,TAF,249949,24,5998776,25,12.6
2024,October,SAN,TAF,42497,24,1019928,22,11.2
2024,October,ORT,TAF,161628,20,3232560,18,8.86
2024,October,SHA,TAF,293565,20,5871300,17,8.04
2024,October,BON,TAF,144879,16,2318064,15,7.03
2024,October,GUA,TAF,194154,16,3106464,14,6.31
2024,October,BUE,TAF,36921,16,590736,10,4.41
2024,October,AYA,TAF,213256,13,2772328,7,3.18
2024,October,MAG,TAF,86535,13,1124955,4,1.94
2024,October,TAF,TAF,1310,0,0,0,0
2024,November,NOR,TAF,115465,28,3233020,34,16.74
2024,November,QUE,TAF,89858,28,2516024,31,15.51
2024,November,GMA,TAF,89861,24,2156664,29,14.53
2024,November,CUB,TAF,248974,24,5975376,25,12.6
2024,November,SAN,TAF,42639,24,1023336,22,11.2
2024,November,ORT,TAF,160383,20,3207660,18,8.86
2024,November,SHA,TAF,289455,20,5789100,17,8.04
2024,November,BON,TAF,141512,16,2264192,15,7.03
2024,November,GUA,TAF,193315,16,3093040,14,6.31
2024,November,BUE,TAF,34911,16,558576,10,4.41
2024,November,AYA,TAF,215545,13,2802085,7,3.18
2024,November,MAG,TAF,82418,13,1071434,4,1.94
2024,November,TAF,TAF,1375,0,0,0,0
2024,December,NOR,TAF,121933,28,3414124,34,16.74
2024,December,QUE,TAF,92621,28,2593388,31,15.51
2024,December,GMA,TAF,93878,24,2253072,29,14.53
2024,December,CUB,TAF,266667,24,6400008,25,12.6
2024,December,SAN,TAF,43500,24,1044000,22,11.2
2024,December,ORT,TAF,154691,20,3093820,18,8.86
2024,December,SHA,TAF,293593,20,5871860,17,8.04
2024,December,BON,TAF,133600,16,2137600,15,7.03
2024,December,GUA,TAF,197200,16,3155200,14,6.31
2024,December,BUE,TAF,33524,16,536384,10,4.41
2024,December,AYA,TAF,228313,13,2968069,7,3.18
2024,December,MAG,TAF,77748,13,1010724,4,1.94
2024,December,TAF,TAF,1402,0,0,0,0
2025,January,NOR,NOR,719,0,0,0,0
2025,January,QUE,NOR,22027,13,286351,3,1.23
2025,January,GMA,NOR,24429,13,317577,5,2.21
2025,January,CUB,NOR,183115,16,2929840,9,4.14
2025,January,SAN,NOR,31828,16,509248,12,5.54
2025,January,ORT,NOR,145814,20,2916280,16,7.88
2025,January,SHA,NOR,220079,20,4401580,17,8.7
2025,January,BON,NOR,90347,20,1806940,19,9.71
2025,January,GUA,NOR,108235,24,2597640,20,10.43
2025,January,BUE,NOR,51675,24,1240200,24,12.33
2025,January,AYA,NOR,177104,24,4250496,27,13.56
2025,January,MAG,NOR,49547,28,1387316,30,14.8
2025,January,TAF,NOR,111293,28,3116204,34,16.74
2025,February,NOR,NOR,898,0,0,0,0
2025,February,QUE,NOR,19562,13,254306,3,1.23
2025,February,GMA,NOR,22495,13,292435,5,2.21
2025,February,CUB,NOR,168781,16,2700496,9,4.14
2025,February,SAN,NOR,28279,16,452464,12,5.54
2025,February,ORT,NOR,136525,20,2730500,16,7.88
2025,February,SHA,NOR,205533,20,4110660,17,8.7
2025,February,BON,NOR,88068,20,1761360,19,9.71
2025,February,GUA,NOR,100675,24,2416200,20,10.43
2025,February,BUE,NOR,49476,24,1187424,24,12.33
2025,February,AYA,NOR,167900,24,4029600,27,13.56
2025,February,MAG,NOR,47253,28,1323084,30,14.8
2025,February,TAF,NOR,97636,28,2733808,34,16.74
2025,March,NOR,NOR,1000,0,0,0,0
2025,March,QUE,NOR,19978,13,259714,3,1.23
2025,March,GMA,NOR,22378,13,290914,5,2.21
2025,March,CUB,NOR,179164,16,2866624,9,4.14
2025,March,SAN,NOR,29659,16,474544,12,5.54
2025,March,ORT,NOR,143361,20,2867220,16,7.88
2025,March,SHA,NOR,219640,20,4392800,17,8.7
2025,March,BON,NOR,92454,20,1849080,19,9.71
2025,March,GUA,NOR,108235,24,2597640,20,10.43
2025,March,BUE,NOR,51525,24,1236600,24,12.33
2025,March,AYA,NOR,176758,24,4242192,27,13.56
2025,March,MAG,NOR,50217,28,1406076,30,14.8
2025,March,TAF,NOR,102137,28,2859836,34,16.74
2025,April,NOR,NOR,703,0,0,0,0
2025,April,QUE,NOR,16030,13,208390,3,1.23
2025,April,GMA,NOR,17090,13,222170,5,2.21
2025,April,CUB,NOR,149670,16,2394720,9,4.14
2025,April,SAN,NOR,23650,16,378400,12,5.54
2025,April,ORT,NOR,119361,20,2387220,16,7.88
2025,April,SHA,NOR,185084,20,3701680,17,8.7
2025,April,BON,NOR,77268,20,1545360,19,9.71
2025,April,GUA,NOR,89812,24,2155488,20,10.43
2025,April,BUE,NOR,42123,24,1010952,24,12.33
2025,April,AYA,NOR,147931,24,3550344,27,13.56
2025,April,MAG,NOR,41538,28,1163064,30,14.8
2025,April,TAF,NOR,85752,28,2401056,34,16.74
2025,May,NOR,NOR,742,0,0,0,0
2025,May,QUE,NOR,20258,13,263354,3,1.23
2025,May,GMA,NOR,20798,13,270374,5,2.21
2025,May,CUB,NOR,185448,16,2967168,9,4.14
2025,May,SAN,NOR,29117,16,465872,12,5.54
2025,May,ORT,NOR,139449,20,2788980,16,7.88
2025,May,SHA,NOR,219629,20,4392580,17,8.7
2025,May,BON,NOR,90731,20,1814620,19,9.71
2025,May,GUA,NOR,107705,24,2584920,20,10.43
2025,May,BUE,NOR,48478,24,1163472,24,12.33
2025,May,AYA,NOR,175054,24,4201296,27,13.56
2025,May,MAG,NOR,49167,28,1376676,30,14.8
2025,May,TAF,NOR,110425,28,3091900,34,16.74
2025,June,NOR,NOR,1406,0,0,0,0
2025,June,QUE,NOR,19408,13,252304,3,1.23
2025,June,GMA,NOR,20216,13,262808,5,2.21
2025,June,CUB,NOR,182417,16,2918672,9,4.14
2025,June,SAN,NOR,27632,16,442112,12,5.54
2025,June,ORT,NOR,133274,20,2665480,16,7.88
2025,June,SHA,NOR,212422,20,4248440,17,8.7
2025,June,BON,NOR,83858,20,1677160,19,9.71
2025,June,GUA,NOR,101872,24,2444928,20,10.43
2025,June,BUE,NOR,47479,24,1139496,24,12.33
2025,June,AYA,NOR,169349,24,4064376,27,13.56
2025,June,MAG,NOR,47565,28,1331820,30,14.8
2025,June,TAF,NOR,101127,28,2831556,34,16.74
2025,July,NOR,NOR,832,0,0,0,0
2025,July,QUE,NOR,19512,13,253656,3,1.23
2025,July,GMA,NOR,20566,13,267358,5,2.21
2025,July,CUB,NOR,186348,16,2981568,9,4.14
2025,July,SAN,NOR,29468,16,471488,12,5.54
2025,July,ORT,NOR,137709,20,2754180,16,7.88
2025,July,SHA,NOR,213937,20,4278740,17,8.7
2025,July,BON,NOR,86105,20,1722100,19,9.71
2025,July,GUA,NOR,100134,24,2403216,20,10.43
2025,July,BUE,NOR,49709,24,1193016,24,12.33
2025,July,AYA,NOR,168098,24,4034352,27,13.56
2025,July,MAG,NOR,48496,28,1357888,30,14.8
2025,July,TAF,NOR,95567,28,2675876,34,16.74
2025,August,NOR,NOR,875,0,0,0,0
2025,August,QUE,NOR,21185,13,275405,3,1.23
2025,August,GMA,NOR,21154,13,275002,5,2.21
2025,August,CUB,NOR,205369,16,3285904,9,4.14
2025,August,SAN,NOR,29966,16,479456,12,5.54
2025,August,ORT,NOR,142553,20,2851060,16,7.88
2025,August,SHA,NOR,224026,20,4480520,17,8.7
2025,August,BON,NOR,94033,20,1880660,19,9.71
2025,August,GUA,NOR,108455,24,2602920,20,10.43
2025,August,BUE,NOR,49206,24,1180944,24,12.33
2025,August,AYA,NOR,178909,24,4293816,27,13.56
2025,August,MAG,NOR,50022,28,1400616,30,14.8
2025,August,TAF,NOR,109335,28,3061380,34,16.74
2025,January,NOR,QUE,40620,13,528060,3,1.23
2025,January,QUE,QUE,663,0,0,0,0
2025,January,GMA,QUE,5145,13,66885,2,0.98
2025,January,CUB,QUE,63517,13,825721,6,2.91
2025,January,SAN,QUE,21251,16,340016,9,4.31
2025,January,ORT,QUE,89673,16,1434768,13,6.65
2025,January,SHA,QUE,104570,20,2091400,14,7.47
2025,January,BON,QUE,46615,20,932300,16,8.48
2025,January,GUA,QUE,67165,20,1343300,17,9.2
2025,January,BUE,QUE,31874,24,764976,21,11.1
2025,January,AYA,QUE,101425,24,2434200,24,12.33
2025,January,MAG,QUE,35624,24,854976,27,13.57
2025,January,TAF,QUE,96159,28,2692452,31,15.51
2025,February,NOR,QUE,36029,13,468377,3,1.23
2025,February,QUE,QUE,904,0,0,0,0
